id,text,label
84,idhu 96 yara emathuravera lvl uh,Offensive_Targeted_Insult_Group
85,thala marana mass sai blsing always you..super thala,Not_offensive
86,Mysskin nalla talented director thaa aana edhukku udhayanidhi ya select pannaru nu terla,Not_offensive
87,Oru raksha ella vere level,Not_offensive
88,13m views make it 15m.lets begin...........................................,Not_offensive
89,Ninga evlo sonnalu namma natu  pasanga thirunda maatanga,Offensive_Targeted_Insult_Group
90,semmaaaa... massss... mesmerisssinnnnggggg... thala nailed it..,Not_offensive
91,"நம் இனத்தின் தலைவர் காடுவெட்டி J.குரு அவர்கள்,  இப்போது இல்லாமல் இருப்பது மிகவும் வருத்தமாக இருக்கிறது....",Not_offensive
92,Nammakitta kaadu irundha eduthukiduvanuva Ruva irundha pudingiduvanunuva Padippa mattum nammakittarndhu eduthukidave mudiyadhu,Not_offensive
93,"Intha selvaakai vaithu ivar arasiala onnum pudunga mudiyaathu.  Venum endral, thanudaya padahukku athigamamna vilayil black ticket vithu panam sambathikalaam. Thamil makklaukku intha karumiyai patri indru nalave theriyum.",Not_offensive
94,Yarellam Viswasam trailer pathu2 inga varinga..,Not_offensive
95,masssssssss s the one word!!! gethuuuuuu semAaa,Not_offensive
96,Surya Arya and Mohan Lal wow Kaka Kaka look perfect,Not_offensive
97,No dialogue music copy from titan give royalltey,Offensive_Targeted_Insult_Individual
98,கொங்கு நாடு மக்கள் தேசிய கட்சி உடுமலை கிழக்கு ஒன்றிய இளைஞரணி சார்பாக வாழ்த்துக்கள் கொங்கு நாடு மக்கள் தேசிய கட்சி உடுமலை கிழக்கு ஒன்றிய இளைஞரணி செயலாளர் ப. நந்தகுமார் தொலைபேசி எண்:8248236638,Not_offensive
99,keka trailer...kevv keka...all the best  from  superr starr  MAHESH BABU  fanss...prince...,Not_offensive
100,நல்ல இருக்கிறது அருமையாக இருக்கிறது நல்ல ஒரு படம் இந்த படம் வெற்றியடைய எனது வாழ்த்துக்கள்,Not_offensive
101,Thalapathy record ah beat panna yarum illaiya,Not_offensive
102,மாஸ் டிரைலர் மோகன் ஜி அண்ணா அவர்களுக்கு வாழ்த்துக்கள்.,Not_offensive
103,Harrish jayaraj fans hit like here,Not_offensive
104,நம்ம கிட்ட காடு இருந்த எழுதிகிடுவானுக ரூவா இருந்த புடுங்கிக்கிடுவானுக  ஆனா படிப்ப மட்டும் புஎடுத்துக்கவே  முடியாது,Offensive_Targeted_Insult_Group
105,Bairava teaser therikkudhu........     Seeema Diwali treatuuuu....    Sweeta Vida semmaya irrukku......,Not_offensive
106,rebel Jaba..yaa bro I accept it.,Not_offensive
107,Enakku trailer purinjuthu...ethukku idhula udayanithi Stalin vararu nu theriyala 🤣,Offensive_Targeted_Insult_Individual
108,Dei Namma aalu Vijay sethupathi irukkida. Mutheeeeiiiii,Not_offensive
109,Dei man of steel oda saayal theriyudhey ... Ena unga kadha?,Offensive_Untargetede
110,1.37 adey.. namma minion (Anandhi) allava,Not_offensive
111,gomma punda mari irikuuuuu devidiyaaaa ajith fans,Offensive_Targeted_Insult_Individual
112,Theme pathuttu  vanthavanga like ah thattunga,Not_offensive
113,Udhay ku kannu theriyadho indha movie la🤔,Offensive_Targeted_Insult_Individual
114,"SEMA MASSS தலைவா i am your big fan A.K.வெங்கடேஷ் பிரசாத்,DEEE ஜில்லா மக்கள் இயக்கத் தலைவர் ஆவாரங்குப்பம்",Not_offensive
115,Trailer Ditto kekka bekka🤐 expected more,Offensive_Untargetede
116,Ee lanti movies telugu lo nduku release cheyyaru,not-Tamil
117,Thala pola varuma  Thala eppavume mass vera leval,Not_offensive
118,Thala Vera level Seekiram vanga Thala,Not_offensive
119,semma mass bgm . i am waiting thalaivaaaa,Not_offensive
120,விஸ்வகர்மா கம்மாளர் சங்கம் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,Not_offensive
121,I love you chiyan Vikram Anna Marana masss,Not_offensive
122,Devidiya punda...  eva yaru da gommala,Offensive_Targeted_Insult_Individual
123,இது உண்மை ...திருமாவுக்கு சரியான செருப்பு அடி........ இதே தேவேந்திரகுல வேளாளர் மக்கள் வரவேற்கிறோம்......,Not_offensive
124,தமிழ் சினிமாவை உலகதறத்தில் கொண்டு போகும் ஓறீரு இயக்குனரில் இவர் ஒருவர்  தளமான படமாக psycho  இருக்கும் என்பது உருதி,Not_offensive
125,Mugamoodi part 2,Offensive_Targeted_Insult_Individual
126,THALAIVAR FAN SK KU WISHES THALAIVAR VERIYAN,Not_offensive
127,Bro ethu apdiye kekka bekka short film mariye eruku seriyana copy bro,Not_offensive
128,Rip  Sr Prabhu punda mavan... Ne theru Kodi thaan di...  Sad luck Karthi and Lokesh Anna...,Offensive_Targeted_Insult_Individual
129,இரண்டு படங்களின் Trailer பார்த்த மாதிறி இருக்கிறது,Not_offensive
130,Enna padamda samee teaser Vera level Surya Anna   semada,Not_offensive
131,oruthar mela nega viswasam katurathu naala yen inorutha mela verupu katurega,Not_offensive
132,"Padam flop dhan pola, enna vijaya production logo hindi la eruku modhala adha mathungada",Offensive_Untargetede
133,Superb vijay Anna!! I love you alott,Not_offensive
134,huhujuhuhuhi iam going to vivegam movie 1 day,Not_offensive
135,Ultimate acting thala ennna dialogue delivery chance eh ilaaa luv u thalaaaaaaaverrraaaa level,Not_offensive
136,Ungalala mattum epdi ipdi shot vaika mudiudhu.....hatsoff vetri sir,Not_offensive
137,Dislike varathuna avan naadaka kadhal kootam than,Offensive_Targeted_Insult_Group
138,Bahubali record baddalu ..... SANKAR FAN LIKE .... Here,Not_offensive
139,Iam surya fan but thala teser super,Not_offensive
140,Pettta win pannum like pannunga  Viswasam pannunga CMT pannuga,Not_offensive
141,Enkita panam iruntha 100000 tickets freeya enga vanniya kula samuthaya pengaluku etuthu koduppen sema trailer ma,Not_offensive
142,edhukku indha loosu pundai aryava movie la eduthinga gowtham karthick nalla irunthurukkum,Offensive_Untargetede
143,Enga appan military da pinna koli vizhaydava sollitharuvan masss weight ah dialogue Surya anna,Not_offensive
144,Mass + Class =Suriya Singam Roaring Love U Suriya <3 <3,Not_offensive
145,Kadaisila jadhi eh Tamil Nadu Kula erakringala... Super da ... Nama nasama poga porom,Not_offensive
146,I have never seen avideo like it this is killer,Not_offensive
147,Yella 90kids samar panama irrukum,Not_offensive
148,Aiyo intha koothiyanunge likes ku pichai eduka arambicitanungele,Offensive_Targeted_Insult_Group
149,Hit like if ur missing SANA,Not_offensive
150,2k likes left 1M view left,Not_offensive
151,Padathula vara figure semma ya irukku.,Not_offensive
152,Love uuu superstar... Jzt killed it..,Not_offensive
153,Vera Level Trailor Ali Ajith Fans Inka Vanthu Sunni Ooombama orama poi pool paandi da poola vaayila edunkada,Offensive_Targeted_Insult_Group
154,பரதன் விக்கு வெச்சிட்டானாம்   அங்க சிவானு ஒருத்தன் வாயில வெச்சினு  இருக்கான்  அதெல்லாம் கேக்க மாட்டானுவ,Offensive_Targeted_Insult_Individual
155,mayruva buyrawa mokkawa sappawa serupouwa pruppuwa vijay oru potta wa,Offensive_Targeted_Insult_Individual
156,Gotha potta baadungala.. ungala la serupalaiye adikanum,Offensive_Untargetede
157,Teluguvalu tamilvalu Vera leadhuoo.. andhuru okadea... Mamli vida valea manchi valu..  Chennai la putti septhannu vallu pappom.. pls kapadhandhiye,Offensive_Targeted_Insult_Group
158,"ஜாதியை ஒழிடான்னா இவனுங்க  ஜாதியை கூதியிலத்தான் தேடுறானுங்க, ஒம்மால......!",Offensive_Targeted_Insult_Group
159,Ithu 96 yara yematha pakkra..  innumaya athey dialogue...,Offensive_Untargetede
160,#mani #arr #vjs #Aravindh #simbu #vijay combo Vera Enna venum TN cinema la,Not_offensive
161,Vera lvl sema sema sema marana waiting,Not_offensive
162,Annanu angu keralavilum und katta fan base,Not_offensive
163,i love superstar Rajni sir.... iam vijay fan...,Not_offensive
164,Movie fullaa night la mattum shoot pannittanga pola...🤔,Not_offensive
165,Thalaa mass daww.. movie therikapoguthuuuu by Dhanush Anna fan daw.. I'm Vinoth,Not_offensive
166,Power rangers padam patha Madri iruke 🤔,Offensive_Untargetede
167,1:30 the la vara dialogue mass,Not_offensive
168,மணி சார் துப்பாக்கி லாம் இப்டி யூஸ் பண்ண மாட்டாரே..,Not_offensive
169,யதுகுல சந்திரவம்ச சத்ரிய யாதவ இனம் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்.,Not_offensive
170,Rangaraj Pandey Ku oru like podunga,Not_offensive
171,Yarellam movie parthutu trailer parka vanthinga podunga,Not_offensive
172,Arumuganeri Thevar community saarbagaa vazlthukalll,Not_offensive
173,ஒரு குறிப்பிட்ட இனத்திற்கு எதிராக அனைவரும் ஒன்று சேரும் போதே தெரிகிறது அவர்களால் அனைவரும் பதிக்க படுகிறோம் என்று.... வீர முத்தரையர் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்......,Not_offensive
174,Suriya die hard fans like here,Not_offensive
175,எல்லாருக்கும் ஒரு பைத்தியம் அவனுக்கு இந்த நாட்டு மேல பைத்தியம்...,Not_offensive
176,Jayam ravi :Chinna vayasula oru yerila kulipom la anga polam da.. Yogi babu : Athu mela than da nadanthuchu poinu irukom..,Not_offensive
177,This film making One reason The one&only reason is 90's kids 90's kids ku kaalam varum kaalam vanthal vaazhvu varum Vazhvu Vanthal Anaivaraiyum Vaazhavaippomey90's kids tha gethu,Not_offensive
178,Trending List layae Illa Ppaaa,Not_offensive
179,இதுல எது புடிச்சிருக்கு திரு மாமா வளவன் தெரு மாமா வளவன் திரு மாமா கிழவன் தெரு மாமா கிழவன்,Offensive_Targeted_Insult_Group
180,Ajith body and bike stunt ah fdfs la paakanum nu romba aasaiyoda irukravanga like panunga,Not_offensive
181,பொண்ணுக்கு புடிச்சிருந்த அவங்க யார வேணும்னாலும் கல்யாணம் பண்ணுங்க நீங்க யார நீங்க என்னா பொண்ணுங்களோட ஆறாவது அறிவா அவங்களுக்கு சுயமா முடிவெடுக்க தெரியாது,Offensive_Targeted_Insult_Group
182,Bestie nu sollitu matter aah panranga...ivaru friend irunthu wife  kooda matter panna mataram...,Not_offensive
183,"அணைத்து சமுதாய மக்களும் படத்தை பாருங்க,நிறைய குடும்பம் பாதிக்க பட்டிருக்கு, அனைவரும் குடும்பத்துடன் குறிப்பாக தங்கள் வீட்டு பெண்களுடன் படத்தை பாருங்கள்",Not_offensive
184,Blockbuster movie jayram ravi do always good,Not_offensive
185,Indha bgm kekumpodhu viswasam bgm mind la vandhutu pogudhu..,Offensive_Untargetede
186,***tha  Remake na Ippadi irukanum,Not_offensive
187,Director logesh kanagaraj  enga ooru tha coimbatore pakkam kinathukadavu avunga appa fancy vechurukaaru enaku nalla palakam,Offensive_Targeted_Insult_Individual
188,Hollywood kaaranalatha mudiyumnu illa tamilanaalayum mudiyum da example shankar sir,Not_offensive
189,"இங்க வெறுப்பை பதிவு செய்யுரவங்கள கொஞ்சம் ஆய்ந்தறிந்தால் புரியும், அவனுங்களும் இந்த டிராமா லவ் கோஸ்டின்னு!!",Not_offensive
190,Enna ya holly wood ye munji duva pola myskin,Offensive_Targeted_Insult_Individual
191,rendu varushama mukki mukki intha karumaththa than eduthanungala,Not_offensive
192,kena koothi....kullan surya.......  kevalamana dialogues and bgm.....sure shit flop....... Sivakarthikeyan paathu kathuka.......,Offensive_Targeted_Insult_Individual
193,ஆடேய்...  என்னடா பண்ணி வச்சி இருக்கீங்க,Offensive_Untargetede
194,கொங்குநாடு வேட்டுவகவுண்டர் சமுதாயத்தின் வாழ்த்துக்கள்..  நல்ல திரைப்படத்தை குறைந்தது 100 பேருக்காவது சொல்லி பார்க்க வைக்க வேண்டும்..,Not_offensive
195,Arun vijay sema style ah irukkapla..,Not_offensive
196,vijay fanes unga movie ku 400k dislike varum atu confirm airuchu,Offensive_Targeted_Insult_Group
197,What a man Rocking Vikram sir,Not_offensive
198,Vijay Anna..more like Vijay mama,Not_offensive
199,Little impeessing film Epadi iruku nu papom,Offensive_Untargetede
200,Singam 3 coming soon iam waiting i like u suriya,Not_offensive
201,Koi btayega itni great lady ki movie me doremon haaaa,not-Tamil
202,Surya anna you are next superstar,Not_offensive
203,Intha thalaivare thaan makkal pakkanomn ninachath,Not_offensive
204,Anaithu Chettiar sarpaka patam vettri pera vazhthukal...,Not_offensive
205,To be honest.. Roomba boring pa..like Anjan,Not_offensive
206,எப்புடியாவது தலைவரின் *** வந்து ****டு போய்டனும்... திருட்டு பயல்க....,Offensive_Targeted_Insult_Group
207,Yanaku arivillaiya muddaa kothi Apurem santhanam madum yanga irunthu vantharu  kilinja vayanukallam support u,Not_offensive
208,Only for sk anna fans like here,Not_offensive
209,Y ilayaraja putting someone else's music 🤔,Offensive_Targeted_Insult_Individual
210,Maayavaram peoples Hit Like Here   Naanum Maayavarathu Kaaranthanda,Not_offensive
211,Thalaivaaaaaa I am waiting for petta,Not_offensive
212,அனைத்து நாயுடு/ நாய்க்கர் சமுதாயம் மக்கள் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துகிறோம்,Not_offensive
213,Any Malayalies   Rajani Sir Hit like Here,Not_offensive
214,50K left for 12M views,Not_offensive
215,ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum...,Offensive_Targeted_Insult_Group
216,"சாதிகள் அழியாவிட்டால், மனிதகுலம் மொத்தம் அழியட்டும். படித்த மிருகங்கள்..",Offensive_Targeted_Insult_Group
217,just 54k likes to reach 400k likes,Not_offensive
218,Edho sadhi nadakudhu pa inum trending la varala,Offensive_Untargetede
219,Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it,Not_offensive
220,Like so much Thala from AP PawanKalyan Anna fans,Not_offensive
221,2018 mudiya poguth da..ippo da release pannvinga,Not_offensive
222,நம்ம ஒரு ஏரியில் குதித்து விளையாடுவம்ல அது எங்க அது மேல்தான் நடக்குரொம் செம்ம,Offensive_Targeted_Insult_Group
223,Vera lvl..... Thalai  aiii saranam.......,Not_offensive
224,thaaru maaru .. thakkali soru ...,Not_offensive
225,Dhanush nd vijay fans lam veetla okkandhu azhuvanga,Offensive_Untargetede
226,Massss vera level  ASURAN Panthayam adikum,Not_offensive
227,Variety Trailer ... I like it,Not_offensive
228,Suryas diehard fans hit like here,Not_offensive
229,"I'm Thalapathy Anna fan,Trailar Summa therikka viduthu Marana mass ah irukku",Not_offensive
230,thala i  am  waiting,Not_offensive
231,Telugu fans need thalaivas PETA Telugu trailer,Not_offensive
232,22:00  Dhanush look  Vera level  Masss,Not_offensive
233,அது எப்படி comment la ஜாதி பெர சொல்லி படத்துக்கு வாழ்த்துக்கள் சொல்லுறீங்க ...chaiii🤕,Not_offensive
234,Guys inum 170K Likes Vantha 1M Vanthurum....!!,Offensive_Untargetede
235,Ellam avan seyal film mari iruke lyt ah dha full ah illa,Offensive_Untargetede
236,Thirumavalavan groups mattum thaan katharitu irukanunga,Offensive_Untargetede
237,Ayyo ayyo ...veriyerudhu  semma weighttu,Not_offensive
238,Last dialogue for petta viswasam problem🤔🤔🤔🤔,Not_offensive
239,varlam varla va bhairavaaa..... thalaivaaaaaaaaaaaa.... gethuuuuuuuu,Not_offensive
240,Aravind samy and vj sethu,Not_offensive
241,Wishes from Kumari sk Anna fans,Not_offensive
242,Yanna pa sollama kollama eppati release,Not_offensive
243,Ilayaraja sir .... Beethoven music ah Unga padathula potu irukinga ....  Anmai iladhavan dhana ipadi panuvaan ... neenga dhana sir soninga ?,Offensive_Targeted_Insult_Individual
244,Intha jathi etrathalvu prachanaiya kondu vantha paarpana adingadana ivanungalukullye adichikiranunga athan paapan unga thala mela ukkanthirkan,Offensive_Targeted_Insult_Group
245,சாதியின் பெயரால் எடுக்கப்பட்ட படம் நல்லா இருக்கோ இல்லையோ. ஆனால் சாதியின் பெயரால் எடுக்கப்படும் இந்த மாதிரி திரைப்படங்களால்  அந்தந்த கால கட்டத்தில் இருக்கும் இளைஞர்கள் மனதில் சாதி வெறியை சுலபமாக பதிய வைத்து விடுகிறார்கள். இது எல்லா சாதியினருக்கும் பொருந்தும்.,Offensive_Targeted_Insult_Group
246,0.45 ishwarya Menon kulla Samantha etti paakranga,Not_offensive
247,"Politics pathi padam na kandipa naan pappen, Like if you watch this movie 🤗🤗🤗",Not_offensive
248,பொன்னியின் செல்வன் Now reach 3M.  Rocking and trending..,Not_offensive
249,Dhanush Vetrimaran Gv  Yathuku pa promosion panununum Panamala  akum Movie  Don't worry,Not_offensive
250,Verithanama iruku suriya anna yuvan bgm vera leval selva sir unngala romba romba tamil cinema miss pannuthu sir,Not_offensive
251,Class padathukku ivlo mass look..just Thala things,Not_offensive
252,Ayoo trisha vjs vida thalaivar simran young ah irkangaaaaaaa...attitude vera level,Not_offensive
253,ஜெயம் ரவி மறுபடியும் ஒரு புதிய கதை களத்துடன் இந்த படமும் வெற்றி பெற வாழ்த்துக்கள் ரவி அண்ணா,Not_offensive
254,un like pandravan cinmava pakka kutathu..yenna avan oru rasanai Ellathavan theri semma mass,Offensive_Untargetede
255,Sema vera level ma. Love u so much,Not_offensive
256,Anna teaser pataya kelapiteenga na theriiiiiiiiiii,Not_offensive
257,Ivanga appan oru jathi veri piducha nayee,Offensive_Targeted_Insult_Group
258,so poor dialogue delivery  From Mohanlal....,Not_offensive
259,Dai thevidiyaa valavan engada irukaa  pathutu sethuru,Offensive_Untargetede
260,2.09 dai gammala yennada pannivechi irkinga avana...johnny depp enda nenapa flash back young yogi babu,Offensive_Targeted_Insult_Individual
261,Apo pa padatha release panuvenga v r waiting......,Not_offensive
262,KGF chapter 1 - like  Kaithi - like,Not_offensive
263,Surya va pidikum na like pannunga,Offensive_Targeted_Insult_Individual
264,Appo antha appolo CCTV footage movie la irukku ma.,Offensive_Untargetede
265,Super super super super super super,Not_offensive
266,Vera level nga nega vera level,Not_offensive
267,Suriya & Lalettan fans hit like,Not_offensive
268,Semma mass bro ippadi patta stroy ah eluthi mattum edunga bro padam vera level verithanam bro,Not_offensive
269,marana mass trailer paaa thalaiya ithuuu,Not_offensive
270,Bgm ke indha padatha paakanum pola erukku...,Not_offensive
271,thalllaaaa vera vera vera level.... Tamil cinema gona meet a new visual treat... dislikes. evlo vena varatum..... ne thottuta thottuta sola sola. thalla gethu erittuthan irukum.... love you thalaaaa,Not_offensive
272,Thidinu sudden ah annoce pani trailar vitu intha alavu... lam thala oruvaruku matumey,Offensive_Targeted_Insult_Group
273,thaleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee another bullet speed box office record breaker superrrrrrrrrrrrrrr,Not_offensive
274,1st cament veritanamana vijay fans like,Not_offensive
275,idhu ellam oru trailer aada..mutta Aamaingala..idhu ketta keduku ..enga Teaser ah Dislike panringala..otha badugala,Offensive_Untargetede
