1	ithukku peru thaan thalaivar athiradi  petta paraak
1	Romba waitingla irukum sikkiram release pannunga ....!
1	Amma saapta idli ye nerla vantha maari iruku!
1	குடியாத்தம் தாலுக்கா எர்த்தாங்கல் வன்னியர் சமுதாயம் திரௌபதி படம் வெற்றி அடைய வாழ்த்துக்கள் சி. செல்வம்.
1	உண்மையை சொல்வதற்கு தனி தைரியம் வேண்டும் திரௌபதி அதை மிகவும் அருமையாக எடுத்துரைக்கிறார் படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா
1	Theri takkaru doi.. Nee vaa Thalaivaa...
4	oru varudathuku munnal nan yaar rasikanum illa aana enkoda erukura ajith rasikarkal sillar vijay mattum remmpa thittuvanga ethanallaye nan thalapathi vijay thivira rasikanaga maarivetten erunthallum i like thala nan ethuvaraikkum ajiththai mattum thittiyadhu illa aenna ajith oru nalla manithar vivegam padam vettri pera en manamarrntha vallthukkal trailer wow super  im malaysia i am waiting
3	Neriya paer life la indha problem illamaiyae kashtam bayam varumpodhula sirichitu dhan irkom
1	வன்னிய குல சத்ரியன் மாவீரன் காடுவெட்டி துணை உண்டு நமக்கு
0	Yeh toh tatti nikla.. Sooooo fake
1	நாடக காதல் செல்லுர நாய்கள பெண் ஒலுங்க வழங்கட என்தன்   பசங்க பெண்ணுகாள ஏமாந்து நலும் ஒரு பெண்ணு சரியா இருந்த பேதும் ட
2	Nalla irrundha manusana ippadi pannitenga Leh da.... U1 sathiyama wasted this movie..
1	santhanam sir your talent  amazing
1	விழுப்புரம்  வன்னிய கவுண்டர் சார்பாக வாழ்த்துக்கள்
1	semma mass, Vijay mass, Sana Bgm semma
4	Padankal katrathal Vila Vila nan eluven
4	Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa
1	Intha film la work pannathukku peruma padurennn
0	Thalaivi nahi.. par chinal lag rhi he..
1	En thalaivan yogi babu irukkaar. Padam vera level laa irukkum
2	Neenga vilayaadunathu engita illa Eman kitta chiyaan rocks
1	Thala sema mass I love you.. Thala.....
1	இந்த மண்ணுதான் #business vera lvl str...
1	Mega all time blockbuster movie Vikram sir
3	7.4M views now innaikulla 10M views varum
3	அடுத்த தலைமுறைக்கு மாற்றங்கள் மிக அருகில்  அருமையான மெய்சிலிர்க்கும் வார்த்தைகள்...
1	Andha 1:55 min la varra dialogue uhh dislike pandra anils kku correctahh porundhudhu
1	Verithanama irukku  Tamil a Hollywood
2	dai..edhachum pudhusa pannu da..unna troll panniye engalukku bore adikudhu
1	Ethu poola Aathigama padam varranum anna neega pannuga naaga support penrom
1	Unakku antha ponna pudichirinthu nee ok sonna thaan kalyanam.Naa ok nu sollalana?appidiyellam sollakoodathu....superrrr
3	பாவம்டா ஹாரிஸ் ஜெயராஜு, வளசரவாக்கத்துல புது ஸ்டூடியோ வெச்சத்திலிருந்து ஒரு ஹிட் படம் கூட தர முடியல.cricketக்கு கோஹ்லின்னா music ல ஹாரிசா?
4	All the best Ilaya Super Star Dhanushkraja From Rebel Star Prabhas Lovers
1	Me Telugu rajini  one and only super
1	Career change movie #nerkonda paarvai 🤘
1	Covai mavattam senguntha mudaliyar sarpaka pattam vettri adaiya valthukal
1	i am watching this again & again
0	Kis kis ko ye video achi lagi?
4	Dislike pandravanga elam rajini sir ah parthu poramai pidichavanga....
2	Yaaru pa antha 39k dislike.. Uh... Bayanthuteenga pola...  antha bayam apdiye irukatum thalaivar mela...
1	கொங்கு பெண் குழந்தைகள் பார்க்க வேண்டிய படம்...
2	tamilnada sudukada aakittu india va super power aaka poringa serupadi to every politicians
1	Did u notice BIGG BOSS kaluvaatha moonji ? ( sari sari sari sari sari )🤣
1	10 million viewers... I AM WAITING
4	Ulaga varalatru nayagan DHANUSH rasikan da
3	ஒரு ஆண் தவறு செய்தல் .. அதற்கு ஆண் இனத்தையே குறை கூறுவது..  நன்றாக இருக்குமா..?  அது போல ஏதோ ஒரு தனி மனிதன் செய்யும் தவறுக்கு அவன் சமுகத்தையே குறை கூறுவது..  சரி ஆகுமா??  இது சாதி, மதம், இனம், மொழி, நாடு அனைத்துக்கும் பொருந்தும்
3	Ippo enna panna poram Sweet sapidovam
1	Trailer na ippadi இருக்கணும் ...மிஷ்கின் always ahead...
3	Keela avlo Peru irunthum epdi da mela vantha...  VJS: Atha keela irukavanta kelu da
1	I'm THALAPATHY veriyan SURYA anna movie HIT aga valthukkal
1	Adai ending Vera level da adai 🤣
3	ennada idhu... mannu, ponnu, bunnu nu kitu ... ennada padam edukringa thiruttu jaadhi veri puducha porambokku thayoligala
4	THALA FANS VIEWERS PATTHALA FRNDS  ETHU ETHU.....
3	சாதி ஆவணத்தை அதிகரித்து மீண்டும் நமது சமுதாயத்தை பின்னோக்கி தள்ள நல்ல முயற்சி
1	தேவேந்திரன் குல வேளாளர் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்
1	மோகன் ஜி அவர்களுக்கு கோடன கோடி வாழ்த்துகள் கோடிகணக்காணவர்களின் ஆதங்கத்தை வெளிபடுத்திறிங்க மீண்டும் ஒரு வாழ்த்துக்கள்
1	Pana veri pedicha Sony music. Oru video kuda download  pannama pannivachurukkanaka. Pana veri konda nai
1	Get up changela vikramku apram Suryava adichika aaleh illa, mass Vera level teaser
3	thukku dhura, poi thukku sattiya thora
1	Apa kandipa thalapathy 64 miratta podhu
3	தமிழ்நாட்டில் எத்தனை ஜாதி இருக்குனு தெரியணும் நீங்க என்ன ஜாதின்னு கமெண்ட் பண்ணுங்க
4	bigil thayrikka vituthu poiii parilunga da
1	naan intha trailer ah 500 thadavaiku mela pathuddu Aanaa naan thala rasigan daa
1	எங்கள் ஊரில் எடுத்த படம் வெற்றி பெற வாழ்த்துக்கள்
1	Amma statue inaguration ah ? Yaravadhu sollungalay enaku kolapama iruku
1	Who like vetrimaran and dhanush combo like
1	AWESOME SONGS .... ROCKING TRAILER ......................... 2016 BIGGEST ENTERTAINMENT HIT
0	Suriya  sir die heart fans from karnataka
2	Super but 5.2K haters mental pu.....
1	இப்படி ஒரு படம் எடுக்க துணிந்ததற்கு பாராட்டுக்கள்.
2	Inge vanthu katharum anaithi anilandigalukkum vaitherichal....p*** moditu angutu ponga da bogul bikil...ntu
2	போச்சு! எப்படியும் படத்தை தடை பண்ணிடுவாங்க.. trailerல எதுக்கு பா இந்த வசனத்தை போடுறீங்க?
3	NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK
3	மண்ணும் பெண்ணும்ஒன்னு  ...யாரு கை வச்சாலும் வெட்டனும்
2	Otha  tharamana sampavam diwali ku iruku   ...bigil  valakqm pola  oo ooothan🤣🤣🤣🤣🤣🤣
1	ThalaivAR music semma semma terikka pohudhu 🥁
1	Enna bha trailer starting la Marvel lam varuthu
1	Lady SUPERSTAR KajaL AggarwaL vaalga
3	Intha trailer pidichavanga inga like podunga 🥰🥰
4	Ippo sila paithiyanga like or comment nu kelambi irukumea
2	Dei _tha ____ ngala puppy la irukavan la villanada jiiva oda worth enna theriyuma Routhiram, Ram, Katrathu thamizh, nu evlovo iruku neenga ena da na sappy potta kottaya villana kuduthirukinga
1	Sema thala thala thala  mass ha erukku
4	Ellam avan seyal padathula ethuku thala nadichurukaru🤔
1	I like ajith sir but story looks like yennai arindhal
1	Thalaiva fan from Singapore like here
0	This movie kannada movie mugulu nage remake
1	Mudila daa  ennala siripu adakama iruka mudila daa
1	Hit like world wide Rajini Sir Fans
3	SUN PICTURES PLEASE UPLOAD PROMO VIDEO OF PETTA FOR ROCKING IT
2	Ooyar jaadhi en  sunny ku samam
1	தீரன் சின்னமலை கவுண்டர் பேரவை சார்பாக படம் மாபெரும் சாதனை வெற்றி பெற வாழ்த்துக்கள்
2	Andha 39k vum endha lusuk***** nu elarukum nalla theriyum
1	Ithula vara ovvoru dialogue un enga dala ya pathu solra mathiri iruku
1	neenga vilayadnathu enkitte ille yaman kitte  chiyan vikram
4	Vadachennai samudrakani : like Naadodigal samudrakani : comments
0	Polich adukiii...katta waiting..die hard fanss kerala
4	Ellam super but Anirudh musical than okaey
1	Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa
3	Topper thaan alanum arrear guys  naanga eduku alanum 🤗
3	Oru doubt-u... Athuyan mersal padathuku.....oru Mari then....thala padtthuku orumari....? Na unga mala oru nalla mariyatha irruinthu..... But.....
1	sema ultimate trailer . i m so so exited.
0	Hip hop aadhi fans hit like
0	Harris tune looks similar to his last movie.Dev
4	1:59 - 2:02 vasigaran turns into Akshay
2	Theri Released in theatres yesterday... already online thiruttu print available... what a sin... thirudanaai paarthu thirunthaa vittaal thiruttai olikka mudiyaathu nu innum ethanai naalaikku appadiye irukka poreenga your honour ?
2	Views yen ivlo cummi ah iruku
1	Iswarya menon vera level  1:27 red dress la semmaya irukka
0	Jeeva super congratulations congratulations on your life journey super
2	super mind blowing trailer Jai super star rajanikanta sir
4	Thala teaser pana record evanunga evalo nala achu apo kuda pana mudila
1	oviyam varairavan sonna kuda     oviyanu thaan ketkudhu....
1	Really semaa Karthik bro.. bgm Vera level
4	Mugamoodi part 2 .....parkara madhri iruku....
4	Evlo tha asinga pattalum great da neenga
4	மணிரத்தினத்தின் சரக்கு தீர்ந்துவிட்டது.அடுத்த ஒரு ரோஜா,பம்பாய் மாதிரி படங்களை பார்க்க காத்திருக்கிறேன்.
2	Mr.Mani ratman padam odalana setha nee...
1	Apdiyellam sollakudathu...! Theriiiiiii... innum 3 weeks irukkey!!!
1	I am Surya fan  But all time favorite superstar
1	1.Rugged Look 2.Mass Look 3.Class Look  Love You Thalaaaaaaaa  Keep Rocking
3	Bairavaa 10 months 15M views Mersel 1 day 15M views
2	Ungala Mathiri Saathi veri directors...... vetrimaran..ranjith...mari selvarasu...mohan g ...neenga than intha nattin sapaketu .....ungala nenaicha padam pakratha maranthitunum pola pongata neengalum unga saathiyum
0	I am Kerala Vijay fan njangal und kudea
1	அருமையான திரைப்படம் இதைத்தான் எதிர்பாத்தேன் வாழ்த்துக்கள் வெற்றியை கொண்டாடுவோம் அனைவரும் அடுச்சா திருப்பிஅடிபாண்ட சத்ரியன் அவன் எவனா இருந்தாலும்...
1	Likes therikanum 2m likes on the way
1	Colour Tone & BGM Verithanam(Sakkatu Maga)
1	கட்டாயம் இந்த படத்தே பாக்கனும் with  are u Ready ?
1	August 8 tamilnadu fulla terika vidrom.....
4	BC MBC மக்கள் படம் 100 நாட்கள் ஓட ஆதரவு தருவார்கள்... இயக்குனர் மோகன்  திருமா வின் குஞ்சிகள் கிட்ட கவனமா இருக்கணும்.. அவனுக உங்களை தாக்கலாம்.. பாதுகாப்பா இருங்க.. ( BC MBC .. பொண்ணுங்களை தூக்குறது.. real எஸ்டேட் கட்டப்பஞ்சாயத்து.. வன் கொடுமை னு கேஸ் போடுறது... மாட்டு கரி எலி கரி தின்று விட்டு.. அவர்கள் கட்சி மேடையில்..  மத்த ஜாதிக்கு சரக்கு மிடுக்கு இல்லை னு பேசுறது... ) இது தான் அவர்களின் வேலை.. என்ன வேணும்னாலும் செய்ய துணிவார்கள்.. இயக்குனர் கவனமாக இருங்கள்... நன்றி இப்படிக்கு முதலியார் வம்சம்
4	Oruthar kita unmaiyaa irukka inoruthara uthasana paduthiringaa semaa dialogue
1	Thala  orutharukku thaa like  vera yarukkum eilla  thala tha
4	Bigil movie ku tough kudukka KAITHI moviyaala kandippa mudium..... Karthi
2	1:20 ithu unaku konjam over lolu da aadhi.... Va va vetchu seiya poranga  Ajith Vijay scenes movie la ooti claps vangura neenga lam ..... Avanga scenes ooti keli panni sirika arambichuteenga
2	கருணாஸ் சார் நீங்களும் இதுல இருக்கீங்களா நீங்க என்ன பண்றிங்கன்னு உங்களுக்கு தெரியுதா ஒரு பக்கம் என்னனா உங்க பையன அசுரன் படுத்தலுள்ள நடிக்க வச்சி தலித் மக்கள் கிட்ட நல்ல பேர் வங்கிக்கிறீங்க இன்னொரு பக்கம் நீங்க இந்த மாறி படுத்துல நடிச்சு வன்னியர் மக்கள் கிட்டயும் நல்ல பேர் வங்கிக்கிறீங்க இதுக்குலாம் பேர் என்ன தெரியுமா எச்ச...
3	Paruthiveeran Karthi Back  Lokesh Kangaraj Screenplay
3	Padam nalla irukum pola bigil kooda release agama irutha kandipa blockbuster aagum illana super hit tha aagum
1	Marana massa irruku VJS Vera level from Andhra
1	2nd day 2nd show confirm marana mass katala
1	மொத்தத்தில் மூன்றுபேரையும் பொளக்கப்போறது,,,,,,  ஒரு ஆள்தான். யாரு,,,ரசூல்தான் .
2	Enna da ithu trailer ah Serial ah
4	Indha padathula sc caste pathi sollave illa....pothuva kadhalichi emathura karuthadhane sollirkanga.....apram en matra jaadhiyinar...kuripitta jaadhiya mattum thaakureenga......indha trailer comments ah padichale podhum.....thamizh naadu endha alavuku pirinji irukunu theriyudhu.......namma iruka porathu 60 oh 70 varushamo.....apram edhuku indha jaathi Veri pidithu suthureenga......saga makkaloda Anba irukaradhudhana vaazhkai
1	தமிழ்நாடு யாதவர் சமுதாயம் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்  அன்றாட வாழ்வில் நடக்கும் சம்பவங்களை அருமையான கதை வடிவில் கொடுத்தமைக்கு நன்றி
1	Ippa enna panna porom  padam paaka porom
4	தனுஷ் தேனி நாயுடு சமுதாயத்தை சேர்ந்தவர் , இது தென்மாவட்டம் முழுக்க தெரியும். வடமாவட்ட சிறுத்தை குட்டிகள் அவருக்கு தலித் சாயம் பூசாதீங்கடா
2	Yenda fuck guys epavumea Aravind samy Ku sex tha koduoingala da mairungala Avan oru aalu
1	Thala  yuvan bgm vera level
1	Its look like big size anabelle
1	Yentha video vanthaalum, likes ah picha yedukura intha digital beggars thola thaanga mudiyila.
3	Suriya and lallettaaan fanzz undagill aaddii Oru like
3	Mamavalavan potta kunju  Kathral over a irukum ini
0	pls telll me anyone  ye Hindi me kb aayega
1	Bigil vfx vide ithu nalathan irukku
1	Trailer mokkaya irukku but bgm sema U1 anna
1	தளபதி விஜய் ரசிகர்கள் சார்பாக வாழ்த்துகள்  மிக அருமையான படமாக அமையும் ... மருது படம் போல்
4	Thappu panravala eni payapuduva thappu. Plan panni love panra va mattum.
2	I didnt like it... Its like cartoon movie
1	திருச்சி, கரூர் உடையார் குலம் சார்பாக வாழ்த்துக்கள்
1	T H A L A
1	Oru Annana intha movieya Paakka Kaathurukkiren.   Intha Kathaya Yosikkirathukku Thairiyam Athikama Venum.
1	மாவீரன் தீரன் சின்னமலை கவுண்டர் பேரவை சார்பாக... படம் வெற்றி பெற வாழ்த்துக்கள்........
1	Nala iruki elaruki ithu oru nala combacke movie amiatum..Enoda valzthukal ....
1	Intha trailer ah siva Kumar sir ku pottu kaminga
1	Yow pandey nee enaya inga anga poi kuda kelvi thana ya ketkura
2	Yenda athukunu Hindi padathoda trailer konjam kooda maathamma appadiyeva poduvinga
1	Hit like ithu onnu than Inga comments aa irukku🤣
1	"Surya acting oru pakkam verithanam na..yuvan music athuku mela. Verithanama iruku...aaga motham padathuku verithanam overloaded. END DAILOGUE """"""VARUM PAAR"""""""
3	Haha.. thalaivar 96 la irunthu solraru ana varallenu solringala.. seri
3	"தெரிஞ்ச எதிரி விட தெரியாத எதிரிக்குதான் அல்லு இருக்கனும்""  எப்படி உன்னோட ""தலைவா"" படம் வந்தப்ப உனக்கு இருந்த அல்லு மாதிரி யா ? போடாங் கேன கூனா,ஒழுங்கா படம் எடுடா முண்டம்"
1	353 rd like suriya anna veriyan daaaa
1	Final touch thala mass ah soli irukapala  ketukonga da inimel aachum olunga irunga.... Ozm thrilling Trailer
1	Indha trailar vida sahoo trailar adhiga views peiruku
2	உன் mass avengers end game laye terinjuduchu கேவலமா இருக்கு🤮🤮🤮🤮🤮🤮
1	thala u r awesome...silavangalku ipdiyellam trailer nenachikuda paakamudiyathu
2	THAALEE VERA LEVEL. ANTHA PUNDAI VIJAY POGA SOLLUNGA!!!
0	jaby Koay ka reaction aya rahega abhi tak
1	Thala neenga vanga thala.. Entha tharuthala solrathaium kekkathinga.. Thala semma masss gethu... Mathavangalam orama othu
1	Bgm Vera level.. Yuvan rocks
2	dai nanga mattum mersal teaser ku dislike potomna like Vida dislike tha high ah erukum..dai teaser vidunga vatchu seirom..
1	Tala Ajith Big fan From Karnataka
2	dislike pannavangalai cut draweroda adichi anupunum...
1	Thala and vinoth combo sema mass nu soldravanga oru like podunga
1	Looks promising but release aagi nalla irundha semaya irukkum
3	keka paka keka paka short film fans
1	Hollywood movie vida vera level la eruku sir.  Shankar sir it's awesome
2	Ellam avan seyal padam maadhiriye irke   #Vandumurugan
2	inna pa trailer supera irukku pakalam padam eppdi irukkum nu nalla iruntha santhosham
1	90's kid sakthiman fans ....hit like ....
1	Vidya Balan would ve been a better choice.
2	Thalaivar eppavum pola lata vanthalum latesta varuvarda
1	ஆகா சிம்பு விஜய்சேதுபதி காமினேஷன்!வைரமுத்து வரிகள்,ரகுமான் இசை,மணிரத்னம் இயக்கம்.ஜோ,அருண்விஜய் என நட்சத்திரக்கூட்டம்.மிகுந்த எதிர்ப்பார்பு மக்களிடத்தில்! சிம்பு இன்ட்ரோ சாங் அள்ளுது! ஏய்.....தீ வந்து சென்றனை!...
4	Dei ennadaa kadasila fight vechutteenga... Pink padathula action sequence ey illiyedaa
1	Thala ajith kumar Yuvan shankar raja H. Vinond Uff
3	ரஜினி: நா அரசியலுக்கு வருவது                உருதி  ஜெயம்ரவி : டேய்யார      ஏமாத்ருங்க இது 96 uuu
4	Nkp movie la thala more dialogue pesirukaru thala nadicha movie la nkp la more dialogue erukku waiting nkp movie
2	Joseph kujay kunjugal only likes this useless trailer sure movie big flop
4	BGM Vera level a eruku ,movie expectation athigama aaite eruke....
4	Surya sir   Singam look like original lion
1	Pakka trailer Mani sir magic
0	Isse accha to CGI se bna lete
1	இந்த படம் ஜீவா க்கு மாற்றம் கொடுக்கும்
1	Padam super rajini sir karthick sir unga padam semma sir
2	Ealam ok bgm than engayo ketamariye iruku
3	Veeram 2 nu soldravanga like pannunga
1	Silurkkuthu udambula innum padam yepti irukka pogutho .marana mass verithanam
3	2:13 Rocking...  RIP நாடக கம்பெனி பாய்ஸ்.... திரைப்படம் வெற்றி பெற வாழ்த்துகள் ....        - தென்மாவட்ட  வீரகொடி வெள்ளாளன் ...
1	That bgm goose bumps.. ring tone vaika poran
3	ஆண்ட பரம்பரை பேசுவோரில் யார்  யாருக்கு லாம் BP இருக்கோ அவுங்க என்னோட சேனல் பக்கம் வராதீங்க  \r \r பொதுநலன் கருதி வெளியிடுவது \r \r நடுநிலை நக்கி
1	All my special favorite's trailer super,vara level, awsome .
1	I Love vijay Anna, u r so cute anna
1	Nellai முக்குலத்தோர் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்
1	Thalaiva theivame umma....Sema style sema energy sema marana mass🤘
1	Vera level NGK NGK......... SURYA ANNA MASSSS LOOK
1	"பூக்காமல் காய்க்கும் அரச மரத்தின் அருமை தமிழ் கேட்காமல் பொழியும் மழையின் பெருமை தமிழ் தோற்காமல் வெல்லும் வறுமை மாணவியின்  திறமை தமிழ் அறிய ""மக்கள் தொலைக்காட்சி"" நிகழ்ச்சிகளை ""யூ டியூப்"" ல் காணுங்கள் நன்றி."
1	🤩🧡 hit  rangini-vijay sethupathi fans
1	evan enna sonalum THALAPATHY AWESOME #BAIRAVAAAAAAAAH
1	Pottu thakku pottu thakku pottu thakku
1	HIGHEST KOLLYWOOD FILM TRAILER  1ST VISWASAM 1.3M LIKES 2ND NERKONDA PAARVAI 721K LIKES
1	Enna da fight scene la vachurukkenga
4	வழக்கம் போல ட்ரைலா் நல்ல இருக்கு படம் வரடும் பாப்போம்
3	3 months more for Kaappaan movie release
1	nz!!!!!!hasom.    maja va iruku!!!!!!!!!!   worth yenna venam panalam #THALA BLOOD'S #THE VIPER
1	வாழ்த்துகள் சொன்னால் மட்டும் போதாது கண்டிப்பாக இந்த படம் பார்க்க வேண்டும்
4	I love you Dhanush anna veriyan
1	திருவண்ணாமலை  மாவட்டம்  சார்பாக துரோபதி  படம்  வெற்றி பெற வாழ்த்துக்கள்
3	Movie fulla sirippa ve irukumo
4	Shankar + Rajni = Cinematic Extravaganza.
1	THALAIVA VERA LEVEL .......AS USUAL VERA LEVEL TEASER
1	I am from karnatak  awesome trailer
1	Pls.kirik party tamil la dub pannunga
4	எந்த ஜாதிக்காரன் இப்படி    பண்ணுறானோ ( அதையும் மேடையிலேயே சொல்லுறானோ ) அவனைத்தானே காரி துப்புறாங்க,,   இதுக்கு எதுக்கு பொங்குறீங்க?
1	தல பட்டைய கெளப்பி இருக்காரு ... ட்ரெய்லர்னா இதுதான்
3	Yaralam comail  trailer  repeat mode  pakurenga hit like here
2	Ada movie editer nee entha kalathila irukaa
3	jayam ravi anna fans hit like here
2	Karthi Fans Hit Like
4	DISLIKE பண்ணவன் எல்லாம் கீழ்த்தனமானவன் போல.....கண்டிப்பா இந்த படத்தை வெற்றி அடைய செய்வோம்.....             இவன் .. வன்னியர் தர்மபுரி......
3	Suriya ku heroine yaru da 🤔
1	Rajini speech (naa arasiyaluku varuvadhu urudhi) yei idhu 1996 yaara yematha paakuringa sema comedy
1	Super neeya naana gopi anna is there.....
1	Oh my kadavule title english ah Tamil ah
2	1:55 aduthan ella pakkamum thuppaki irukku la appram edukku sutti sutti sudureenga
3	Namma selfie review karthik podura End Card madhiri potan paru oru end card. Bangam da dei🤣🤣🤣🤣🤣🤣🤣🤣 Rajini ah idha vida oruthan serupalaye adika mudiyadhu da. idhaye neengalum ninaichinga na podra oru like ah
0	N G K   F E V E R  S T A R T E D 🤩🤙
1	VALIMAI  KU  WAIT PANNRAVUNGA  LIKE PODUNGA
1	White hair eh irundahlum azhagaai theriyum aanazhagan....Thala eppavume ultimate dhan.....
1	omg rajini is killing awesome.....get rajinified
1	Ide en inum trending la varla..? idha vda romba kammi views ruka videos lam trending la ruku
1	Daii Viswasam Update Vidungada Plzz
1	trailer ah paatha selvaraghavan sir oda touch irukumanu theriyala dialogues ah kekum pothu singam tha mind ku varuthu, last direct panna movies ella hit aagathanaala  selva sir trend etha maari padam edupaorunu payama iruku.oru nalla director oda talent adaki vechutomnu thonuthu.
1	Adi pavingla... Teaser Vera level..
1	Oruthar maela viswasam kaatturadhukaga, innoruthara yaen asinga paduthureenga.....Great lines sir
1	Ayiram Peru vanthalam yenga Anna Suriya pole varuma?..... Nadipin Nayagan Suriya
3	#  Ethu PoWlikkum % urapp
1	தூத்துக்குடி இந்து நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
1	R.I.P Enai Nokki Paayum Thotta
1	10M VIEWS MAN ....ENI VIJAY NA ALLU ADHIGAMA IRRUKUNOON.....
4	Vijay Anna elarum tamilnadu politics varaikum than ponaga. .surya Anna direct ah modi ji politics varaikum poitaru
2	தெலுங்கர்  நடிகர் உதயநிதி ,தமிழர்களை ஏமாற்ற உன் தாத்தன், உன் அப்பன், இப்ப நீயா
1	thalaivan oruvane thalapathy matume mass thalaivaa
1	Awesome concept  vels rules
1	ஜெயங்கொண்டம் மக்கள் சார்பாக வாழ்த்துக்கள் மோகன் g அண்ணா.மாவீரன் மாவட்டம் .
1	TRAILER ee VERITHANAM aa irukku , padam kandippa hit ,    Indha thadava National Award miss aagaathu
2	Kala pathamadhiri irukku solra alavukku illa
2	trialer looks like old movies shit
1	Trailer nallarku aana evanum Theatre la paakamatan padatha  TamilRockers la pathutu sema,vera level nu solluvanga Mudinja intha mari chinna padaipugala theatre la poi pappom....
1	ராஜ மன்னார்குடி சார்பாக movie வெற்றி பெற வாழ்த்துக்கள்....... mafia gangster........தேவர் பேரவை
2	45k unliked peoples rapest iruppanga athu thaan unlike pottu irukkanga
1	Hit like if you are தல bhakthan
3	Adipatta Singathin moochu garjanaye vida bhayangaramaanadh..........  SINGAM thirumbi vandhittaannu poye sollu..........
2	என்ன மாஸ் சாங்டா....  தக்காளி இத மிஞ்ச இனி எவன்டா...
1	Rajini hero na arasiyaluku varen Rajini uncle na arasiyaluku varen  rajini thatha na arsiyaluku varen  Komali rasigan thaan vera level
4	Shakthi Maan graphic maathiri irukku ... Ithukka ivlo varusham
1	Padam Nala irukum pola simple laugh laugh always
4	Semma ... dai ranjith inni mel thalaivar vechu padam edhutha ..
1	Thalayoda ner konda paarvai semma masss
1	Vetti maaran  jv prakash and dhanush vara leval
3	Adi patta singaathooda Vegam(SELVARAGAVAN) chummairuku...waiting for Thala fans...
3	Those 7k people are just feeling less
2	Jaathi vendamnu thanda padame varuthu... Appavum avavan jaathiya vachu thanada vaalthu solringa.. Karumam...poi nalla Aani pudungunga ponga...
1	All the best Anna... movie maperum vetri adaya valthukkal
4	Chiyan Vikram, ungalukku indha madhri kadhai lam yarum kondu varadhu ilaya !?! ila neenga kaekradhu ilaya ?!?!
4	Vijay Sethupathi ku action set aagadhu..paapom...
2	இந்த சட்டம் என்னும் ஓர் கிழிந்த புத்தகத்தை  வைத்து கொண்டு சிலர் ஆடும் ஆட்டம் இருக்கே...
4	YouTube sengirichi vijay fans ku pawam da kabali record break Panna dream panni ellam waste  dai Thala yai varanum record break panna, record create pannayum
3	Na oru thalaivar veriyan....intha padam pakanum innu nenaichen...ahna trailer pathuttu mudivu pannitten..kandippa padam pakka matten.
1	Suriya Anna ...Ethana getup... U r the one &only  Nadippin Naayagan
